Name,Team.x,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,logo,last_name,first_name,season,position,depth_chart_position,jersey_number,status,full_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,fantasy_data_id,sleeper_id,update_dt,headshot_url,headshot_url2,name,position.y,depth_chart_position.y,Team.y,position.z,depth_chart_position.z
"Abdullah, Ameer",MIN,GNB,8,0,4500,0,4000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Abdullah,Ameer,2020,RB,RB,31,Active,Ameer Abdullah,1993-06-13,5-9,203,Nebraska,Homewood (AL),00-0032104,2576336,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,28442,10126,9487,16815,2359,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png' height='20'></img>,"Abdullah, Ameer",,,,,
"Abdullah, Ameer",MIN,HOU,4,0,4500,0,4000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Abdullah,Ameer,2020,RB,RB,31,Active,Ameer Abdullah,1993-06-13,5-9,203,Nebraska,Homewood (AL),00-0032104,2576336,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,28442,10126,9487,16815,2359,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png' height='20'></img>,"Abdullah, Ameer",,,,,
"Abdullah, Ameer",MIN,IND,2,0,4500,0,4000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Abdullah,Ameer,2020,RB,RB,31,Active,Ameer Abdullah,1993-06-13,5-9,203,Nebraska,Homewood (AL),00-0032104,2576336,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,28442,10126,9487,16815,2359,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png' height='20'></img>,"Abdullah, Ameer",,,,,
"Abdullah, Ameer",MIN,NOR,16,1.3,4500,1.3,4000,1.3,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Abdullah,Ameer,2020,RB,RB,31,Active,Ameer Abdullah,1993-06-13,5-9,203,Nebraska,Homewood (AL),00-0032104,2576336,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,28442,10126,9487,16815,2359,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png' height='20'></img>,"Abdullah, Ameer",,,,,
"Abdullah, Ameer",MIN,SEA,5,0,4500,0,4000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Abdullah,Ameer,2020,RB,RB,31,Active,Ameer Abdullah,1993-06-13,5-9,203,Nebraska,Homewood (AL),00-0032104,2576336,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,28442,10126,9487,16815,2359,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png' height='20'></img>,"Abdullah, Ameer",,,,,
"Abdullah, Ameer",MIN,TAM,14,3.1,4500,4.1,4000,3.1,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Abdullah,Ameer,2020,RB,RB,31,Active,Ameer Abdullah,1993-06-13,5-9,203,Nebraska,Homewood (AL),00-0032104,2576336,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,28442,10126,9487,16815,2359,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576336.png' height='20'></img>,"Abdullah, Ameer",,,,,
"Adams, Davante",GNB,CAR,15,7.7,9500,11.2,9400,7.7,38,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,Adams,Davante,2020,WR,LWR,17,Active,Davante Adams,1992-12-24,6-1,215,Fresno State,Palo Alto (CA),00-0031381,16800,e7d6ae25-bf15-4660-8b37-c37716551de3,27581,9455,8688,16470,2133,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png' height='20'></img>,"Adams, Davante",,,,,
"Adams, Davante",GNB,CHI,12,15.1,9500,18.1,8800,15.1,36,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,Adams,Davante,2020,WR,LWR,17,Active,Davante Adams,1992-12-24,6-1,215,Fresno State,Palo Alto (CA),00-0031381,16800,e7d6ae25-bf15-4660-8b37-c37716551de3,27581,9455,8688,16470,2133,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png' height='20'></img>,"Adams, Davante",,,,,
"Adams, Davante",GNB,DET,2,5.1,8600,6.6,8100,5.1,37,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,Adams,Davante,2020,WR,LWR,17,Active,Davante Adams,1992-12-24,6-1,215,Fresno State,Palo Alto (CA),00-0031381,16800,e7d6ae25-bf15-4660-8b37-c37716551de3,27581,9455,8688,16470,2133,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png' height='20'></img>,"Adams, Davante",,,,,
"Adams, Davante",GNB,JAC,10,14.6,9500,19.6,9000,14.6,39,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,Adams,Davante,2020,WR,LWR,17,Active,Davante Adams,1992-12-24,6-1,215,Fresno State,Palo Alto (CA),00-0031381,16800,e7d6ae25-bf15-4660-8b37-c37716551de3,27581,9455,8688,16470,2133,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png' height='20'></img>,"Adams, Davante",,,,,
"Adams, Davante",GNB,MIN,8,26.8,9100,30.3,8800,26.8,38,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,Adams,Davante,2020,WR,LWR,17,Active,Davante Adams,1992-12-24,6-1,215,Fresno State,Palo Alto (CA),00-0031381,16800,e7d6ae25-bf15-4660-8b37-c37716551de3,27581,9455,8688,16470,2133,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png' height='20'></img>,"Adams, Davante",,,,,
"Adams, Davante",GNB,PHI,13,29.1,9500,37.1,9000,29.1,39,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,Adams,Davante,2020,WR,LWR,17,Active,Davante Adams,1992-12-24,6-1,215,Fresno State,Palo Alto (CA),00-0031381,16800,e7d6ae25-bf15-4660-8b37-c37716551de3,27581,9455,8688,16470,2133,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png' height='20'></img>,"Adams, Davante",,,,,
"Adams, Davante",GNB,TEN,16,37.7,9200,46.2,9100,37.7,41,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,Adams,Davante,2020,WR,LWR,17,Active,Davante Adams,1992-12-24,6-1,215,Fresno State,Palo Alto (CA),00-0031381,16800,e7d6ae25-bf15-4660-8b37-c37716551de3,27581,9455,8688,16470,2133,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png' height='20'></img>,"Adams, Davante",,,,,
"Adams, Davante",GNB,CHI,17,13.6,9300,16.6,9200,13.6,37,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,Adams,Davante,2020,WR,LWR,17,Active,Davante Adams,1992-12-24,6-1,215,Fresno State,Palo Alto (CA),00-0031381,16800,e7d6ae25-bf15-4660-8b37-c37716551de3,27581,9455,8688,16470,2133,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png' height='20'></img>,"Adams, Davante",,,,,
"Adams, Davante",GNB,DET,14,21,9600,27.5,9300,21,39,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,Adams,Davante,2020,WR,LWR,17,Active,Davante Adams,1992-12-24,6-1,215,Fresno State,Palo Alto (CA),00-0031381,16800,e7d6ae25-bf15-4660-8b37-c37716551de3,27581,9455,8688,16470,2133,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png' height='20'></img>,"Adams, Davante",,,,,
"Adams, Davante",GNB,HOU,7,38.1,8900,47.6,7900,38.1,35,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,Adams,Davante,2020,WR,LWR,17,Active,Davante Adams,1992-12-24,6-1,215,Fresno State,Palo Alto (CA),00-0031381,16800,e7d6ae25-bf15-4660-8b37-c37716551de3,27581,9455,8688,16470,2133,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png' height='20'></img>,"Adams, Davante",,,,,
"Adams, Davante",GNB,IND,11,20.1,9500,26.6,8600,20.1,38,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,Adams,Davante,2020,WR,LWR,17,Active,Davante Adams,1992-12-24,6-1,215,Fresno State,Palo Alto (CA),00-0031381,16800,e7d6ae25-bf15-4660-8b37-c37716551de3,27581,9455,8688,16470,2133,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png' height='20'></img>,"Adams, Davante",,,,,
"Adams, Davante",GNB,MIN,1,34.6,8000,44.6,7300,34.6,32,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,Adams,Davante,2020,WR,LWR,17,Active,Davante Adams,1992-12-24,6-1,215,Fresno State,Palo Alto (CA),00-0031381,16800,e7d6ae25-bf15-4660-8b37-c37716551de3,27581,9455,8688,16470,2133,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png' height='20'></img>,"Adams, Davante",,,,,
"Adams, Davante",GNB,SFO,9,28.3,9400,36.3,8400,28.3,37,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,Adams,Davante,2020,WR,LWR,17,Active,Davante Adams,1992-12-24,6-1,215,Fresno State,Palo Alto (CA),00-0031381,16800,e7d6ae25-bf15-4660-8b37-c37716551de3,27581,9455,8688,16470,2133,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png' height='20'></img>,"Adams, Davante",,,,,
"Adams, Davante",GNB,TAM,6,9.1,9000,12.1,8000,9.1,36,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,Adams,Davante,2020,WR,LWR,17,Active,Davante Adams,1992-12-24,6-1,215,Fresno State,Palo Alto (CA),00-0031381,16800,e7d6ae25-bf15-4660-8b37-c37716551de3,27581,9455,8688,16470,2133,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png' height='20'></img>,"Adams, Davante",,,,,
"Adams, Josh",NYJ,CLE,16,0,4600,0,4000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Adams,Josh,,RB,RB,,,,,,,,,,,,,,,,,,,,,,,NYJ,RB,RB
"Adams, Josh",NYJ,LVR,13,7.4,4500,7.4,4000,7.4,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Adams,Josh,,RB,RB,,,,,,,,,,,,,,,,,,,,,,,NYJ,RB,RB
"Adams, Josh",NYJ,SFO,2,0,4900,0,4400,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Adams,Josh,,RB,RB,,,,,,,,,,,,,,,,,,,,,,,NYJ,RB,RB
"Adams, Josh",NYJ,BUF,1,9.2,4500,10.2,4000,9.2,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Adams,Josh,,RB,RB,,,,,,,,,,,,,,,,,,,,,,,NYJ,RB,RB
"Adams, Josh",NYJ,LAR,15,0,4700,0,4000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Adams,Josh,,RB,RB,,,,,,,,,,,,,,,,,,,,,,,NYJ,RB,RB
"Adams, Josh",NYJ,NWE,17,12.9,4600,13.9,4000,12.9,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Adams,Josh,,RB,RB,,,,,,,,,,,,,,,,,,,,,,,NYJ,RB,RB
"Adams, Josh",NYJ,SEA,14,4,5100,5,4100,4,12,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Adams,Josh,,RB,RB,,,,,,,,,,,,,,,,,,,,,,,NYJ,RB,RB
"Agholor, Nelson",LVR,BUF,4,12.4,4700,14.4,3500,12.4,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' height='12'></img>,Agholor,Nelson,2020,WR,RWR,15,Active,Nelson Agholor,1993-05-24,6-0,198,Southern California,Berkeley Prep (FL),00-0031549,2971618,cfb0ff68-51cb-4dad-ba81-f9e019a93a91,28408,10132,9453,16781,2325,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971618.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971618.png' height='20'></img>,"Agholor, Nelson",,,,,
"Agholor, Nelson",LVR,DEN,10,1.3,5100,1.8,4900,1.3,16,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' height='12'></img>,Agholor,Nelson,2020,WR,RWR,15,Active,Nelson Agholor,1993-05-24,6-0,198,Southern California,Berkeley Prep (FL),00-0031549,2971618,cfb0ff68-51cb-4dad-ba81-f9e019a93a91,28408,10132,9453,16781,2325,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971618.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971618.png' height='20'></img>,"Agholor, Nelson",,,,,
"Agholor, Nelson",LVR,IND,14,18.5,5200,24,4700,18.5,15,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' height='12'></img>,Agholor,Nelson,2020,WR,RWR,15,Active,Nelson Agholor,1993-05-24,6-0,198,Southern California,Berkeley Prep (FL),00-0031549,2971618,cfb0ff68-51cb-4dad-ba81-f9e019a93a91,28408,10132,9453,16781,2325,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971618.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971618.png' height='20'></img>,"Agholor, Nelson",,,,,
"Agholor, Nelson",LVR,KAN,11,17.8,5300,20.8,4500,17.8,16,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' height='12'></img>,Agholor,Nelson,2020,WR,RWR,15,Active,Nelson Agholor,1993-05-24,6-0,198,Southern California,Berkeley Prep (FL),00-0031549,2971618,cfb0ff68-51cb-4dad-ba81-f9e019a93a91,28408,10132,9453,16781,2325,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971618.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971618.png' height='20'></img>,"Agholor, Nelson",,,,,
